Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!",2016-08-23 00:56:51+00:00,21018,6871,,Tuesday,8,0,56,0.93
"Great meeting with active & retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio.",2016-08-22 21:06:42+00:00,21329,6678,,Monday,8,21,6,21.1
"""@Jimbos2002: @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://m.youtube.com/watch?v=ALXulk0T8cg""",2016-08-22 01:19:06+00:00,12857,6833,,Monday,8,1,19,1.32
Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,2016-08-22 00:33:38+00:00,33221,11299,,Monday,8,0,33,0.55
"I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!",2016-08-21 23:35:17+00:00,33422,10349,,Sunday,8,23,35,23.58
We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,2016-08-20 23:11:51+00:00,25723,8173,#MAGA,Saturday,8,23,11,23.18
Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16,2016-08-20 23:04:02+00:00,15421,4693,#TrumpPence16,Saturday,8,23,4,23.07
"""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump",2016-08-20 05:02:57+00:00,22762,6713,#MAGA #AlwaysTrump,Saturday,8,5,2,5.03
#WheresHillary? Sleeping!!!!!,2016-08-20 00:17:09+00:00,49812,21577,#WheresHillary,Saturday,8,0,17,0.28
Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16,2016-08-19 22:16:16+00:00,25492,7746,#TrumpPence16,Friday,8,22,16,22.27
"Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night.",2016-08-19 13:27:10+00:00,28060,6325,,Friday,8,13,27,13.45
"The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper.",2016-08-19 12:43:37+00:00,16955,4651,,Friday,8,12,43,12.72
Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana & another speech tonight in MI.,2016-08-19 12:42:38+00:00,20595,4839,,Friday,8,12,42,12.7
"We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up.",2016-08-19 10:40:15+00:00,38424,13884,,Friday,8,10,40,10.67
They will soon be calling me MR. BREXIT!,2016-08-18 12:11:48+00:00,33107,15153,,Thursday,8,12,11,12.18
Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy!,2016-08-17 22:25:02+00:00,17351,4865,,Wednesday,8,22,25,22.42
We are going to make this a government of the people once again! #MakeAmericaGreatAgain #ImWithYou,2016-08-17 21:44:48+00:00,21099,8246,#MakeAmericaGreatAgain #ImWithYou,Wednesday,8,21,44,21.73
"We will repeal & replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster!",2016-08-17 20:05:08+00:00,23023,8281,#Obamacare,Wednesday,8,20,5,20.08
"A vote for Hillary Clinton is a vote for another generation of poverty, high crime, & lost opportunities. #ImWithYou",2016-08-17 16:57:58+00:00,31360,13226,#ImWithYou,Wednesday,8,16,57,16.95
"Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets.... Cont: https://www.facebook.com/DonaldTrump/posts/10157509540605725",2016-08-16 23:17:18+00:00,14270,4843,,Tuesday,8,23,17,23.28
Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning!,2016-08-16 18:59:14+00:00,17825,8227,#Obamacare,Tuesday,8,18,59,18.98
Certain Republicans who have lost to me would rather save face by fighting me than see the U.S.Supreme Court get proper appointments. Sad!,2016-08-15 01:34:25+00:00,39398,12527,,Monday,8,1,34,1.57
"""Stay on message"" is the chant. I always do - trade, jobs, military, vets, 2nd A, repeal Ocare, borders, etc - but media misrepresents!",2016-08-15 00:07:43+00:00,30678,10317,,Monday,8,0,7,0.12
I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!,2016-08-14 23:57:37+00:00,34329,10439,,Sunday,8,23,57,23.95
"It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!",2016-08-14 17:06:20+00:00,41070,14304,,Sunday,8,17,6,17.1
"I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!",2016-08-14 16:55:07+00:00,43751,14810,,Sunday,8,16,55,16.92
Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,2016-08-14 16:50:51+00:00,32361,11105,,Sunday,8,16,50,16.83
My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.,2016-08-14 12:46:17+00:00,33239,10359,,Sunday,8,12,46,12.77
"If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%",2016-08-14 12:37:37+00:00,41435,13582,,Sunday,8,12,37,12.62
The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!,2016-08-14 12:24:48+00:00,23456,7689,,Sunday,8,12,24,12.4
We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres.,2016-08-13 20:02:38+00:00,27140,10260,,Saturday,8,20,2,20.03
I am truly enjoying myself while running for president. The people of our country are amazing - great numbers on November 8th!,2016-08-13 18:39:26+00:00,37100,9747,,Saturday,8,18,39,18.65
ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!,2016-08-12 13:01:06+00:00,32639,12445,,Friday,8,13,1,13.02
"I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!",2016-08-12 11:43:43+00:00,34210,11139,,Friday,8,11,43,11.72
A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,2016-08-12 11:07:51+00:00,27385,8372,,Friday,8,11,7,11.12
"""@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton """,2016-08-12 04:06:22+00:00,22538,9701,,Friday,8,4,6,4.1
This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! http://www.adweek.com/tvnewser/scoreboard-tuesday-august-9/301887,2016-08-11 14:15:40+00:00,24979,8924,,Thursday,8,14,15,14.25
Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,2016-08-10 23:38:15+00:00,37530,17041,,Wednesday,8,23,38,23.63
"My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM",2016-08-10 17:43:26+00:00,26559,8903,#LESM,Wednesday,8,17,43,17.72
Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,2016-08-10 02:21:12+00:00,31232,12190,,Wednesday,8,2,21,2.35
"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",2016-08-10 01:11:39+00:00,43417,17344,,Wednesday,8,1,11,1.18
"Thank you Wilmington, North Carolina! #MakeAmericaGreatAgain",2016-08-09 21:07:38+00:00,21548,6541,#MakeAmericaGreatAgain,Tuesday,8,21,7,21.12
"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",2016-08-09 11:59:25+00:00,38753,13502,,Tuesday,8,11,59,11.98
Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,2016-08-09 02:45:10+00:00,21379,4696,,Tuesday,8,2,45,2.75
Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,2016-08-08 22:45:33+00:00,27765,10844,,Monday,8,22,45,22.75
Thank you Newt!,2016-08-08 22:43:56+00:00,20957,7408,,Monday,8,22,43,22.72
"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",2016-08-07 21:31:46+00:00,33640,11022,,Sunday,8,21,31,21.52
I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,2016-08-07 13:49:29+00:00,27539,8860,,Sunday,8,13,49,13.82
"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",2016-08-07 01:53:45+00:00,72925,22995,,Sunday,8,1,53,1.88
"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",2016-08-06 18:11:50+00:00,24120,7235,,Saturday,8,18,11,18.18
"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",2016-08-06 14:48:14+00:00,30265,11107,,Saturday,8,14,48,14.8
"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",2016-08-06 14:24:43+00:00,32546,11274,,Saturday,8,14,24,14.4
Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,2016-08-06 11:53:00+00:00,28021,7772,,Saturday,8,11,53,11.88
Good luck #TeamUSA #OpeningCeremony #Rio2016,2016-08-06 03:59:08+00:00,29349,8583,#TeamUSA #OpeningCeremony #Rio2016,Saturday,8,3,59,3.98
DON'T LET HILLARY CLINTON DO IT AGAIN! #TrumpPence16,2016-08-05 23:53:53+00:00,26974,14873,#TrumpPence16,Friday,8,23,53,23.88
"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",2016-08-05 10:39:27+00:00,22771,7229,,Friday,8,10,39,10.65
President Obama refuses to answer question about Iran terror funding. I won't dodge questions as your President. http://ntknetwork.com/obama-spends-7-minutes-dodging-on-whether-iran-will-use-400-million-to-fund-terrorism/,2016-08-05 02:19:22+00:00,27722,10700,,Friday,8,2,19,2.32
"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",2016-08-05 02:19:08+00:00,31013,10819,,Friday,8,2,19,2.32
President Obama should ask the DNC about how they rigged the election against Bernie.,2016-08-05 02:18:18+00:00,29645,10261,,Friday,8,2,18,2.3
Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay,2016-08-04 19:23:41+00:00,29216,8735,#CoastGuardDay,Thursday,8,19,23,19.38
"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA",2016-08-03 22:10:11+00:00,29537,8551,#LESM #MAGA,Wednesday,8,22,10,22.17
"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",2016-08-03 10:23:27+00:00,40041,16521,,Wednesday,8,10,23,10.38
"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",2016-08-03 09:14:40+00:00,40817,11109,,Wednesday,8,9,14,9.23
President Obama will go down as perhaps the worst president in the history of the United States!,2016-08-02 19:07:25+00:00,77535,29912,,Tuesday,8,19,7,19.12
The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow!,2016-08-02 10:24:03+00:00,42081,21917,#CrookedHillary,Tuesday,8,10,24,10.4
Great afternoon in Ohio & a great evening in Pennsylvania - departing now. See you tomorrow Virginia!,2016-08-02 02:22:42+00:00,52766,12827,,Tuesday,8,2,22,2.37
When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,2016-08-01 22:52:39+00:00,23646,9828,,Monday,8,22,52,22.87
Hillary Clinton raked in money from regimes that horribly oppress women and gays & refuses to speak out against Radical Islam.,2016-08-01 22:52:00+00:00,22292,8997,,Monday,8,22,52,22.87
Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,2016-08-01 18:45:22+00:00,27125,9288,,Monday,8,18,45,18.75
When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,2016-08-01 18:44:04+00:00,25930,10524,,Monday,8,18,44,18.73
CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,2016-08-01 18:42:50+00:00,23336,7859,,Monday,8,18,42,18.7
"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",2016-08-01 11:27:43+00:00,28917,10081,,Monday,8,11,27,11.45
"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!",2016-08-01 00:57:15+00:00,37490,11786,,Monday,8,0,57,0.95
"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?",2016-07-31 20:09:00+00:00,31421,8212,,Sunday,7,20,9,20.15
"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",2016-07-31 13:32:55+00:00,46961,15303,,Sunday,7,13,32,13.53
"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!",2016-07-31 12:57:21+00:00,36833,12556,,Sunday,7,12,57,12.95
Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP 32.2 MILLION. CLINTON 27.8 MILLION. Thank you!,2016-07-31 03:32:40+00:00,34708,10098,,Sunday,7,3,32,3.53
Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.,2016-07-30 23:00:07+00:00,37565,8975,,Saturday,7,23,0,23.0
Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,2016-07-30 22:28:22+00:00,26761,8375,,Saturday,7,22,28,22.47
"Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!",2016-07-30 22:18:58+00:00,30476,9568,,Saturday,7,22,18,22.3
"Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP",2016-07-30 22:04:14+00:00,24989,8356,,Saturday,7,22,4,22.07
"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!",2016-07-30 20:01:32+00:00,28440,9739,,Saturday,7,20,1,20.02
"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!",2016-07-30 18:07:07+00:00,23511,7794,,Saturday,7,18,7,18.12
American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the 'American Dream!',2016-07-30 13:35:20+00:00,24135,9057,,Saturday,7,13,35,13.58
We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,2016-07-30 12:57:48+00:00,23274,7633,,Saturday,7,12,57,12.95
"As usual, Hillary & the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!",2016-07-30 03:03:43+00:00,33177,12864,,Saturday,7,3,3,3.05
Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement & insticts.,2016-07-30 00:57:57+00:00,32418,10038,,Saturday,7,0,57,0.95
